topic_id	topic_title	basesubtopic_title	basesubtopic_id
17959	Equations - linear	Solve one or two step equations - mixed set 5315, 5316, 3543, 8263	8265
17959	Equations - linear	Manipulate equations by maintaining equality	1197
17959	Equations - linear	Solve three step equations (integer add/sub, pos mult/div)	3542
17959	Equations - linear	Solve three step equations involving integer operations	298
17959	Equations - linear	Solve three step equations involving rational numbers	1465
17959	Equations - linear	Use equations to solve contextual problems (3 step)	1199
17959	Equations - linear	Solve three step equations - mixed set 3542, 298, 1465, 1199	8266
17959	Equations - linear	Solve equations up to three steps with variables on both sides	1464
17959	Equations - linear	Solve equations up to three steps with variables on both sides (negatives,rationals)	414
17959	Equations - linear	Equations with variables on both sides - mixed set 1464, 414	8267
17959	Equations - linear	Solve equations up to 3 steps - mixed set 1170, 8266, 8267	1200
17959	Equations - linear	Solve equations of more than 3 steps	1201
17959	Equations - linear	Solve equations of more than three steps with variables on both sides	1198
17959	Equations - linear	Use equations to solve contextual problems (3 or more steps)	1879
17959	Equations - linear	Solve equations of 3 or more steps involving rational numbers	340
17959	Equations - linear	Use linear equations to solve contextual problems	1513
17959	Equations - linear	Solve equations more than 3 steps - mixed set 1201, 1198, 1879	8268
17959	Equations - linear	Solve equations more than 3 steps - mixed set 1201, 1198, 1879, 340, 1513	8269
17959	Equations - linear	Think of a number (Investigation)	4403
17959	Equations - linear	Calendar Equations (Investigation) LIVE	3357
17959	Equations - linear	Solve linear equations using CAS	9080
17960	Equations - non linear	Solve equations involving rational expressions	1507
17960	Equations - non linear	Solve further equations involving rational expressions	1804
17960	Equations - non linear	Solve basic quadratics by algebraic manipulation	1446
17960	Equations - non linear	Solve basic cubics by algebraic manipulation	1416
17960	Equations - non linear	Solve basic exponential equations	1270
17960	Equations - non linear	Solve equations with square roots	4406
17960	Equations - non linear	Use non-linear equations to solve contextual problems	1515
17960	Equations - non linear	Solve basic non-linear equations - mixed set 1446, 1416, 1270, 4406, 1515	8270
17960	Equations - non linear	Solve non-linear equations through trial and improvement	1989
17961	Equations - literal	Rearrange a linear equation	2279
17961	Equations - literal	Rearrange an equation with squared terms	731
17961	Equations - literal	Rearrange further equations	1883
17961	Equations - literal	Rearrange a log or exponential equation	2124
17961	Equations - literal	Rearrange equations - mixed set 2279, 731, 1883, 2124	8271
17962	Equations - special contexts	Substitute into formulas and then solve an equation (non-measurement)	699
17962	Equations - special contexts	Substitute into formulas and then solve an equation (measurement)	1459
17962	Equations - special contexts	Substitute into formulas and then solve an equation - mixed set 699, 1459	8272
17962	Equations - special contexts	Use equations related to blood alcohol content	3571
17962	Equations - special contexts	Use equations related to medication	3572
1440	Inequalities	Match descriptions of inequalities and mathematical statements (Yr 10)	481
1440	Inequalities	Plot and interpret simple inequality statements on a number line (Yr 10)	3461
1440	Inequalities	Identify the properties of inequalities through numeric examples	3566
1440	Inequalities	Solve algebraically one step inequalities (Yr 10)	544
1440	Inequalities	Plot and interpret one step inequalities on a number line (Yr 10)	3458
1440	Inequalities	Solve algebraically two step inequalities (Yr 10)	605
1440	Inequalities	Plot and interpret two step inequalities on a number line (Yr 10)	2670
1440	Inequalities	Solve one and two step inequalities in contextual situations (Yr 10)	1402
1440	Inequalities	Birthday party at the cinemas (Investigation) (Yr 10) LIVE	3319
1440	Inequalities	Solve algebraically three step inequalities (Yr 10)	634
1440	Inequalities	Plot and interpret three step inequalities on a number line (Yr 10)	3459
1440	Inequalities	Identify solutions to linear inequalities (Yr 10)	3296
1440	Inequalities	Solve algebraically further inequalities (Yr 10)	4265
1440	Inequalities	Plot and interpret further inequalities on a number line	3460
1440	Inequalities	Fact or Fiction (Investigation) (Yr 10) LIVE	3351
1440	Inequalities	Solve, plot and interpret compound inequalities using AND condition (Yr 10)	1512
1440	Inequalities	Solve, plot and interpret compound inequalities using OR condition (Yr 10)	4266
1440	Inequalities	Use interval notation for inequalities	3294
1440	Inequalities	Calculations with Inequalities (one, two and three step) (SS)	1786
5317	Systems of Equations	Solve picture puzzles of systems of equations (no algebra required) (Yr 10)	4397
5317	Systems of Equations	Recognise the nature and number of solutions to a linear system (Yr 10)	98
5317	Systems of Equations	Identify solutions to linear systems in 2 unknowns using a table of values (Yr 10)	4398
5317	Systems of Equations	Apply the graphical method to solve linear systems in 2 unknowns (Yr 10)	215
5317	Systems of Equations	Apply the substitution method to solve linear systems in 2 unknowns (Yr 10)	296
5317	Systems of Equations	Apply the elimination method to solve linear systems in 2 unknowns (Yr 10)	368
5317	Systems of Equations	Use various methods to solve linear systems in 2 unknowns (Yr 10)	505
5317	Systems of Equations	Solve applications of linear systems in 2 unknowns (Yr 10)	1205
5317	Systems of Equations	Would you win against a lion (Investigation) (Yr 10) LIVE	3332
5317	Systems of Equations	Solve a system of equations using systematic guess-check-and-refine with technology	4633
5317	Systems of Equations	Determine the nature and number of solutions to non-linear systems	4399
5317	Systems of Equations	Solve systems with linear and quadratic equations using tables, graphs, and substitution (Yr 10A)	499
5317	Systems of Equations	Solve systems with linear and cubic equations using tables, graphs, and substitution	4393
5317	Systems of Equations	Determine whether a linear system is consistent, inconsistent, dependent, or independent	1739
5317	Systems of Equations	Solve systems with linear and simple rational functions using graphs and substitution	4345
5317	Systems of Equations	Solve systems with striaght lines and circles using graphs and substitution	4346
5317	Systems of Equations	Use technology to solve linear systems in 2 unknowns (CAS)	3370
5317	Systems of Equations	Solve systems with linear and nonlinear functions using graphs and substitution	348
5317	Systems of Equations	Solve systems of two quadratic equations using graphs and substitution	3561
5317	Systems of Equations	Solve systems of two nonlinear equations using graphs, substitution, or elimination	2128
5317	Systems of Equations	Interpret solutions to linear systems in 3 unknowns graphically and algebraically	4070
5317	Systems of Equations	Solve linear systems in three unknowns graphically and algebraically	2129
5317	Systems of Equations	Applications of Linear Systems in 3 (or more) unknowns	2130
8794	Systems of Inequalities	Constructing Inequalities or Systems of Inequalities	2143
8794	Systems of Inequalities	Graph systems of linear inequalities in two variables	1518
8794	Systems of Inequalities	Graph systems of linear and non-linear inequalities in two variables	705
8794	Systems of Inequalities	Creating Inequalities with 2 Variables	1516
8794	Systems of Inequalities	Problems with Systems of Inequalities in Two Variables	1520
5318	Linear Relationships	Identify and continue one step number patterns (Yr 7)	4416
5318	Linear Relationships	Describe the rule for a given pattern (Yr 7)	4417
5318	Linear Relationships	Complete a table of values from a rule (Yr 7)	59
5318	Linear Relationships	Plot points that satisfy a linear relationship (Yr 7)	4672
5318	Linear Relationships	Determine points that fit a linear relationship (Yr 7)	146
5318	Linear Relationships	Generate a table of values from graph (Yr 8)	2578
5318	Linear Relationships	Graph linear relationships by generating table of values (Yr 8)	1815
5318	Linear Relationships	Graph and interpret horizontal and vertical intervals (Yr 8)	62
5318	Linear Relationships	Determine if a point satisfies a particular linear equation (Yr 8)	1236
5318	Linear Relationships	Interpret gradient using travel graphs (Yr 8)	834
5318	Linear Relationships	Identify key features of a linear function (Yr 8)	2576
5318	Linear Relationships	Identify intercepts of a linear function (Yr 8)	63
5318	Linear Relationships	Identify features of linear functions - mixed set 2576, 63	8286
5318	Linear Relationships	Graph straight lines from intercepts (Yr 8)	1818
5318	Linear Relationships	Identify and continue two step number patterns (Yr 8)	1196
5318	Linear Relationships	Explicit function vs recursive function definitions (Investigation)	4673
5318	Linear Relationships	Find the equation from a table of values (one operation,) (Yr 8)	3785
5318	Linear Relationships	Identify a linear relationship through first differences	4652
5318	Linear Relationships	Find the equation of a linear relationship (one operation) (Yr 8)	4674
5318	Linear Relationships	Find the equation of a linear relationship - mixed set 3785, 4674	8285
5318	Linear Relationships	Find the equation of a linear relationship (two operations, positive or negative) (Yr 8)	1312
5318	Linear Relationships	Determine equation of horizontal and vertical lines (Yr 8)	4418
5318	Linear Relationships	Find the equation of a linear relationship - mixed set 1312, 4418	8284
5318	Linear Relationships	Recognise linear relationships (Yr 8)	1419
5318	Linear Relationships	Identify linear relationships in context (Yr 8)	1311
5318	Linear Relationships	Find distance between two points using Pythagoras' theorem	1427
5318	Linear Relationships	Apply the distance formula	367
5318	Linear Relationships	Find the midpoint of an interval by graphical means or mean values	4675
5318	Linear Relationships	Find midpoint of an interval, apply the midpoint formula	444
5318	Linear Relationships	Identify unit rates of linear relationships from graphs and tables (Yr 9)	1424
5318	Linear Relationships	Compare unit rates of linear relationships (Yr 9)	1426
5318	Linear Relationships	Model directly proportional relationships (Yr 9)	1425
5318	Linear Relationships	Directly proportional equations (Yr 9)	1345
5318	Linear Relationships	Work with inverse proportion (Yr 9)	1346
5318	Linear Relationships	Compare direct and partial variation	4653
5318	Linear Relationships	Work with direct and inverse proportion	116
5318	Linear Relationships	Use similar triangles to identify a common gradient (Yr 9)	1423
5318	Linear Relationships	Recognise gradient as a measure of rate (Yr 9)	149
5318	Linear Relationships	Determine gradient between two points (Yr 9)	1809
5318	Linear Relationships	Relate gradient to the angle of inclination	214
5318	Linear Relationships	Identify the gradient of horizontal and vertical lines (Yr 9)	1821
5318	Linear Relationships	Graph and identify properties of horizontal and vertical lines	2269
5318	Linear Relationships	Recognise gradient in equation form through practical linear relationships (Yr 9)	1811
5318	Linear Relationships	Graph straight lines using intercepts (Yr 9)	222
5318	Linear Relationships	Identify gradient and intercept from the equation of a line (Yr 9)	1819
5318	Linear Relationships	Graph straight lines using gradient and intercept (Yr 9)	4419
5318	Linear Relationships	Identify the gradient-intercept form of equation from a graph (Yr 9)	4677
5318	Linear Relationships	State equation of a line in gradient-intercept form (Yr 9)	224
5318	Linear Relationships	State equation of a line in general form (mx+b)	529
5318	Linear Relationships	Apply the point-gradient formula (Yr 9)	600
5318	Linear Relationships	Apply the two point formula (Yr 9)	1123
5318	Linear Relationships	Find the equation of a line using various methods (Yr 9)	2572
5318	Linear Relationships	Identify point of intersection of straight lines by observation (Yr 9)	1450
5318	Linear Relationships	Gradient, distance and midpoint partner activity (Investigation)	4573
5318	Linear Relationships	Exploring Slopes and Equations of Lines (Investigation) (Yr 9) LIVE	3359
5318	Linear Relationships	Find the equation that describes a pattern (Yr 9)	962
5318	Linear Relationships	Stepping across the country (Investigation) (Yr 9) LIVE	3329
5318	Linear Relationships	Life Size Line Graphs (Investigation) (Yr 9) LIVE	3350
5318	Linear Relationships	Graph straight lines using various methods (Yr 9)	1328
5318	Linear Relationships	Identify point of intersection of straight lines by graphing then observation (Yr 9)	95
5318	Linear Relationships	Compare linear relationships (Yr 9)	1418
5318	Linear Relationships	Identify features of linear relationships (Yr 9)	2078
5318	Linear Relationships	Model linear relationships in various contexts (Yr 9)	223
5318	Linear Relationships	Relationship between shoulder span and height (Investigation) (Yr 9) LIVE	3344
5318	Linear Relationships	Recognise linear and non-linear relationships (Yr 9)	1176
5318	Linear Relationships	Apply the gradient formula (Yr 10)	1326
5318	Linear Relationships	Find the equation of a line and answer questions on the linear relationship (Yr 10)	1327
5318	Linear Relationships	Apply the gradient property of parallel lines (Yr 10)	225
5318	Linear Relationships	Find the equation of a line using properties of parallel lines (Yr 10)	230
5318	Linear Relationships	Apply the gradient property of perpendicular lines (Yr 10)	4676
5318	Linear Relationships	Find the equation of a line using properties of perpendicular lines (Yr 10)	234
5318	Linear Relationships	TBD - Intersection of Lines (Yr 10)	961
5318	Linear Relationships	Find the equation of a line using parallel and perpendicular properties	2276
5318	Linear Relationships	Town Planning (Investigation) (Yr 10) LIVE	3339
5318	Linear Relationships	Interpret graphs of physical phenomena (Yr 10)	4420
5318	Linear Relationships	Model further linear relationships  (Yr 10)	1751
5318	Linear Relationships	Derive linear formulas	1711
5318	Linear Relationships	Compare linear models	969
5318	Linear Relationships	TBD - Graphing Straight Lines (Senior Review)	2270
5318	Linear Relationships	Determine domain and range of linear functions	2077
5318	Linear Relationships	TBD - Finding Gradients (Senior Review)	2271
5318	Linear Relationships	State the zero of a linear function f(x)	4678
5318	Linear Relationships	Approximate solutions from a graph	2079
5318	Linear Relationships	Divide an interval internally and externally in a given ratio	575
5318	Linear Relationships	TBD - Equations of Straight Lines (Senior Review)	2272
5318	Linear Relationships	TBD - Finding the Equation of Line (Senior Review)	2274
5318	Linear Relationships	Determine perpendicular distance between a point and a line	627
5318	Linear Relationships	Find the equation of a line passing through a point of intersection	2725
5318	Linear Relationships	TBD - Solving Problems Involving Linear Equations (Senior Review)	2278
5318	Linear Relationships	Graph a region in the number plane	1517
5318	Linear Relationships	Solve a linear Inequality in one variable from a graph	2080
5318	Linear Relationships	TBD - Linear modelling	420
10313	Linear Programming	Perform linear modelling for break even analysis	1706
10313	Linear Programming	Objective function	2369
10313	Linear Programming	Graphical method	2144
10313	Linear Programming	Applications of linear programming	2371
10313	Linear Programming	Sliding-line method	4608
10313	Linear Programming	Corner-point principle	4609
10313	Linear Programming	Finding integer solutions to linear programming applications	4610
10314	Step and piecewise functions	Graph and interpret step graphs	1707
10314	Step and piecewise functions	Graph and interpret floor and ceiling functions	4679
10314	Step and piecewise functions	Interpret and graph piecewise linear functions	1708
10314	Step and piecewise functions	Interpret and graph linear and non-linear piecewise functions	4680
10314	Step and piecewise functions	Interpret and graph non-linear piecewise functions	4681
732	Factorisation	Factorise using highest common factor	89
732	Factorisation	Factorise using difference of two squares	173
732	Factorisation	Factorise using perfect squares	231
732	Factorisation	Always Perfect (Investigation) LIVE	4555
732	Factorisation	Factorise by grouping in pairs	261
732	Factorisation	Factorise monic quadratic trinomials	352
732	Factorisation	Factorise by completing the square	1295
732	Factorisation	Fully factorise after completing the square	3847
732	Factorisation	Factorise expressions using various methods	486
732	Factorisation	Factorise further algebraic expressions	3851
732	Factorisation	Group Activity for Factoring (Investigation) LIVE	3358
732	Factorisation	Simplify algebraic fractions by single factorisation	509
732	Factorisation	Simplify algebraic fractions by 2 factorisations	4056
732	Factorisation	Multiply and divide algebraic fractions that involve factorisation	540
732	Factorisation	Add and subtract algebraic fractions that involve factorisation	568
732	Factorisation	Factorise non-monic quadratic trinomials	426
732	Factorisation	Simplify further algebraic fractions	2671
732	Factorisation	Factorise sum and difference of cubes	764
732	Factorisation	Complete further algebraic factorisations using various methods	1165
732	Factorisation	Factorise algebraic expressions	3122
732	Factorisation	Identify common factor of terms involving rational and negative powers	4379
732	Factorisation	Factor expressions that involve negative or rational powers	4380
732	Factorisation	Factor further expressions that involve negative or rational powers	2724
733	Quadratic Equations	Identify a quadratic through second differences	4654
733	Quadratic Equations	Describing revenue (Investigation)	4655
733	Quadratic Equations	Identify quadratic relationships (Yr 10)	121
733	Quadratic Equations	Identify key features of quadratic graphs or equations (Yr 10)	1710
733	Quadratic Equations	Interpret key features of quadratic graphs (Yr 10)	3627
733	Quadratic Equations	Graph basic quadratics	3772
733	Quadratic Equations	Identify and perform transformations on quadratic graphs (Yr 10)	271
733	Quadratic Equations	Identify and perform transformations on quadratic equations (Yr 10)	1334
733	Quadratic Equations	Graph quadratics using technology (CAS)	3626
733	Quadratic Equations	Solve quadratics by algebraic manipulation (Yr 10)	211
733	Quadratic Equations	Solve quadratics by factorisation (remove HCF) (Yr 10)	1340
733	Quadratic Equations	Graph fully factored quadratics (Yr 10)	1177
733	Quadratic Equations	Solve monic quadratics by factoring trinomials (Yr 10)	286
733	Quadratic Equations	Solve quadratics by completing the square (rational answers) (Yr 10)	312
733	Quadratic Equations	Solve quadratics by completing the square then fully factorising (Yr 10)	3848
733	Quadratic Equations	Graph quadratics in turning point form (Yr 10)	1178
733	Quadratic Equations	Use vertex formula	2086
733	Quadratic Equations	Comparing quadratic vertex, factored and standard forms	4656
733	Quadratic Equations	Find the vertex and intercepts of a quadratic	3584
733	Quadratic Equations	Derive the quadratic formula (investigation)	4786
733	Quadratic Equations	Solve quadratics using the quadratic formula (Yr 10)	313
733	Quadratic Equations	Solve applications of quadratics (Yr 10)	395
733	Quadratic Equations	Quadratic Angry Birds (Investigation) LIVE (Yr 10)	4300
733	Quadratic Equations	Solve quadratics using various methods (Yr 10)	538
733	Quadratic Equations	Catapult Quadratics (Investigation) (Yr 10) LIVE	3352
733	Quadratic Equations	EXT Non-Monic Quadratics (Yr 10)	1164
733	Quadratic Equations	Solve non-monic quadratics by factoring trinomials (Yr 10A)	1160
733	Quadratic Equations	Solve quadratics by completing the square (irrational answers) (Yr 10a)	1169
733	Quadratic Equations	Graph quadratics in general form (Yr 10A)	1179
733	Quadratic Equations	Solve quadratics after performing a variable substitution (polynomial substitution) (Yr 10A)	375
733	Quadratic Equations	Use discriminant to identify number and nature of solutions (Yr 10A)	1174
733	Quadratic Equations	Solve applications of quadratics using graphs (Yr 10A)	1180
733	Quadratic Equations	Solve further applications of quadratics (Yr 10A)	1161
733	Quadratic Equations	Rocket Quadratics (Investigation) LIVE (Yr 10a)	3353
733	Quadratic Equations	Solve quadratics formed by reducing a rational equation	1833
733	Quadratic Equations	Graph quadratics (review)	2514
733	Quadratic Equations	State domain and range of quadratic functions	3562
733	Quadratic Equations	Compare features of linear and quadratic functions	5647
733	Quadratic Equations	Solve quadratic equations using technology (CAS)	3371
733	Quadratic Equations	Use the sum and product of roots	438
733	Quadratic Equations	Identify definite and indefinite quadratics	524
733	Quadratic Equations	Solve for coefficients using quadratic identities	598
733	Quadratic Equations	Determine the equation of a quadratic from given information	2085
733	Quadratic Equations	Identify maximum and minimum values of a quadratic equation	1207
733	Quadratic Equations	Solve applications of quadratics involving maximum and minimum values	890
733	Quadratic Equations	Use technology to solve problems relating to quadratics (CAS)	2087
733	Quadratic Equations	Solve quadratic inequalities	2088
733	Quadratic Equations	Solve quadratics after performing a variable substitution (log and exp focus)	2123
2824	Cubic Functions	Identify Charactersitics of Cubic Functions	1908
2824	Cubic Functions	Transformations of Cubic Functions	1910
2824	Cubic Functions	Graphing Cubic Functions (D&R)	2283
2824	Cubic Functions	Graphing Cubic Functions	328
2824	Cubic Functions	Find the equation of a cubic function	1911
2824	Cubic Functions	Factoring Cubics with an identifiable factor	1856
2824	Cubic Functions	Solve cubic equations	1857
2824	Cubic Functions	Numerical approximation for a cubic polyonomial using Newtons method	4594
2824	Cubic Functions	Solve applications involving cubic functions	1913
2824	Cubic Functions	Solve Inequalities involving Cubics	1914
2824	Cubic Functions	Evaluating Cubic and Other Power Functions	2102
4074	Functions (Theory of)	Describing functions (Yr 9)	1420
4074	Functions (Theory of)	Defining functions (Yr 9)	4785
4074	Functions (Theory of)	Evaluating linear and quadratic functions (Yr 9)	5823
4074	Functions (Theory of)	Defining Functions and Relations (Yr 10A)	1278
4074	Functions (Theory of)	Identifying One-to-One Functions  (Yr 10A)	2105
4074	Functions (Theory of)	Filling a Swimming Pool (Investigation) (Yr 10A) LIVE	3327
4074	Functions (Theory of)	Evaluating Functions (Yr 10A)	1279
4074	Functions (Theory of)	Odd and Even Functions	1596
4074	Functions (Theory of)	Domain and Range	84
4074	Functions (Theory of)	Domain of Continuity	2082
4074	Functions (Theory of)	Restrict Domains for a Function	2108
4074	Functions (Theory of)	Functional relations to describe properties	2640
4074	Functions (Theory of)	Sum, Difference, Product and Quotient of Functions	3583
4074	Functions (Theory of)	Algebra of Functions	3127
4074	Functions (Theory of)	Composite Functions	886
4074	Functions (Theory of)	Graphs of Composite Functions	2379
4074	Functions (Theory of)	Writing Intervals	2081
4074	Functions (Theory of)	Apply the extreme value theorem	5478
3383	Power Functions	Power Functions (Yr 10)	221
3383	Power Functions	Recognise and determine features of the graphs ð‘¦=ð‘Ž(ð‘¥âˆ’h)^4+k	4640
3383	Power Functions	Solving for Constant of Proportionality in Power Functions	2374
3383	Power Functions	Transformations of Power Functions	2375
3383	Power Functions	Applications of Power Functions	2579
2825	Root Functions	Characteristics and Domain and Range of Square Root Functions	1915
2825	Root Functions	Transformations of Square Root Functions	1917
2825	Root Functions	Graphs of Square Root Functions	2284
2825	Root Functions	Graphing Square Root Functions (D&R)	1748
2825	Root Functions	Pendulums (Investigation) LIVE	3366
2825	Root Functions	Find the Equation of a Square Root Function	1918
2825	Root Functions	Solve Radical Equations (SS)	1511
2825	Root Functions	Solve Equations with Nested Radicals (SS)	2104
2825	Root Functions	Modelling Tsunami movement with a Radical Equation (Investigation) (Yr 10) LIVE	3343
2825	Root Functions	Solve Applications Involving Square Root Functions	1919
2825	Root Functions	Cube Root Functions, Charactersitics and Domain and Range	1920
2825	Root Functions	Cube Root Functions, Transformations and Graphing	1749
2825	Root Functions	Solve Inequalities involving root functions	1921
2825	Root Functions	Comparing y=f(x) and y=root(f(x)	4448
12170	Hyperbolas	Compare f(x) and 1/f(x) for linear functions (investigation) LIVE	4071
12170	Hyperbolas	Identify and describe characteristics of hyperbolas (a/x)	3590
12170	Hyperbolas	Identify and describe characteristics of hyperbolas (a/(bx-h) + k)	1922
12170	Hyperbolas	Identify and describe characteristics of hyperbolas - mixed set of 3590, 1922	5296
12170	Hyperbolas	Graph hyperbolas (a/x)	3585
12170	Hyperbolas	Identify and describe vertical translations of hyperbolas	5297
12170	Hyperbolas	Identify and describe vertical dilations of hyperbolas	5298
12170	Hyperbolas	Identify and describe horizontal translations of hyperbolas	5299
12170	Hyperbolas	Identify and describe horizontal dilations of hyperbolas	5300
12170	Hyperbolas	Identify and describe single transformations of hyperbolas	5301
12170	Hyperbolas	Identify and describe multiple transformations of hyperbolas	1924
12170	Hyperbolas	Graph hyperbolas (a/(bx-h) + k)	415
12170	Hyperbolas	Identify domain and range of hyperbolas (a/x)	3589
12170	Hyperbolas	Identify domain and range of hyperbolas (a/(bx-h) + k)	1923
12170	Hyperbolas	Identify domain and range of hyperbolas - mixed set of 3589, 1923	5302
12170	Hyperbolas	Find and use the equation of a hyperbola (a/(bx-h) + k)	1925
12170	Hyperbolas	Solve applications involving hyperbolas	1926
12170	Hyperbolas	Running a Marathon (Investigation) LIVE	3365
12171	Truncus Function	Identify and describe characteristics of 1/x^2	4595
12171	Truncus Function	Identify and describe vertical translations of truncus  1/x^2 + k	5303
12171	Truncus Function	Identify and describe vertical dilations of truncus  a/x^2	5304
12171	Truncus Function	Identify and describe horizontal translations of truncus  1/(x-h)^2	5305
12171	Truncus Function	Identify and describe horizontal dilations of truncus 1/(bx)^2	5306
12171	Truncus Function	Identify and describe single transformations of 1/x^2	5307
12171	Truncus Function	Identify and describe multiple transformations of a/(bx-h)^2 +k	4596
12171	Truncus Function	Identify domain and range of a/x^2	4597
12171	Truncus Function	Identify domain and range of a/(bx-h)^2 +k	5308
12171	Truncus Function	Graph variations of truncus (a/(bx-h)^2 + k)	4598
12171	Truncus Function	Solve applications of truncus (a/(bx-h)^2 + k)	5309
12172	Rational Functions	Identify and describe characteristics of rational functions	1933
12172	Rational Functions	Domain and Range of Rational Functions	1934
12172	Rational Functions	Identify allowable values of rational equations	4432
12172	Rational Functions	Rewrite rational functions	1936
12172	Rational Functions	Graph rational functions as transformations of simpler rational functions	1935
12172	Rational Functions	Graph rational functions	1937
12172	Rational Functions	Solve equations with rational functions analytically	2099
12172	Rational Functions	Identify and graph functions with oblique asymptotes	3136
12172	Rational Functions	Find and use the equation of a rational function	1938
12172	Rational Functions	Solve applications involving rational functions	1939
12172	Rational Functions	Use graphing calculators for rational functions	2100
12172	Rational Functions	Find partial fraction decompositions	2145
12172	Rational Functions	Check partial fraction decompositions using graphing calculators	2146
12172	Rational Functions	Solve inequalities involving rational functions using squaring method	2101
12172	Rational Functions	Solve inequalities involving rational functions using two-case method	5310
12172	Rational Functions	Solve inequalities involving rational functions using critical points method	1940
12172	Rational Functions	Solve further inequalities involving rational functions	5311
12172	Rational Functions	Solve inequalities involving rational functions (using graphing calculators)	4800
12172	Rational Functions	TBD - Further Rational Functions	3137
2827	Hyperbolas (Conic Sections)	What is a hyperbola? (investigation)	5624
2827	Hyperbolas (Conic Sections)	Identify characteristics of hyperbolas	2158
2827	Hyperbolas (Conic Sections)	Identify domain and range of hyperbolas	2159
2827	Hyperbolas (Conic Sections)	Graph hyperbolas at the origin	5625
2827	Hyperbolas (Conic Sections)	Graph hyperbolas with translations	2160
2827	Hyperbolas (Conic Sections)	Find the equation of a hyperbola	2161
2827	Hyperbolas (Conic Sections)	Manipulate an equation to arrive at hyperbola form	2162
2827	Hyperbolas (Conic Sections)	Solve applications of hyperbolas	2163
2827	Hyperbolas (Conic Sections)	Solve inequalities involving hyperbolas	2164
2828	Parabolic Relations	Identify Characteristics of Parabolas	2165
2828	Parabolic Relations	Relation y^2 = x  (SS)	1860
2828	Parabolic Relations	Graphing Parabolas (based on vertex and transformations)	2675
2828	Parabolic Relations	Write Equations of Parabolas	2166
2828	Parabolic Relations	Graph Parabolas	2167
2828	Parabolic Relations	Solve Applications Involving Parabolic Functions	2168
2828	Parabolic Relations	General Locus Problems	87
2828	Parabolic Relations	Locus problems	421
17582	Absolute Value Functions (linear piecewise approach)	Identify and describe characteristics of absolute value functions (|bx - h|)	3591
17582	Absolute Value Functions (linear piecewise approach)	Graph absolute value functions (|bx - h|)	3593
17582	Absolute Value Functions (linear piecewise approach)	State domain and range of absolute value functions (|bx - h|)	3592
17582	Absolute Value Functions (linear piecewise approach)	Find and use the equation of an absolute value function (|bx - h|)	3599
17582	Absolute Value Functions (linear piecewise approach)	Solve 2-variable absolute value functions (|bx -h|)	3600
17963	Absolute Value Numbers and Equations	Evaluate absolute values of directed numbers	1354
17963	Absolute Value Numbers and Equations	Compare situations using absolute value	5816
17963	Absolute Value Numbers and Equations	Compare and order absolute values and directed numbers	1353
17963	Absolute Value Numbers and Equations	Represent absolute differences	1376
17963	Absolute Value Numbers and Equations	Evaluate expressions with absolute values	5772
17963	Absolute Value Numbers and Equations	Substitute and evaluate expressions with absolute values	2281
17963	Absolute Value Numbers and Equations	Representing A Walking Journey using Absolute Values (Investigation) LIVE	3364
17963	Absolute Value Numbers and Equations	Represent absolute values of pronumerals	5773
17963	Absolute Value Numbers and Equations	Solve one and two-step absolute value equations	5774
17963	Absolute Value Numbers and Equations	Solve three-step absolute value equations	5775
17963	Absolute Value Numbers and Equations	Solve absolute value equations - mixed set 5773, 5774, 5775	5776
17963	Absolute Value Numbers and Equations	Evaluate further expressions with absolute value	5817
17963	Absolute Value Numbers and Equations	Solve absolute value equations with more than 3 steps	5777
17963	Absolute Value Numbers and Equations	Solve absolute value equations with multiple expressions involving x	5778
17963	Absolute Value Numbers and Equations	Solve absolute value equations with multiple absolute value expressions	5779
17963	Absolute Value Numbers and Equations	Solve absolute value equations - mixed set 5777, 5778, 5779	1928
17963	Absolute Value Numbers and Equations	Represent simple absolute value inequalities	3121
17963	Absolute Value Numbers and Equations	Solve multi-step absolute value inequalities (greater than)	5780
17963	Absolute Value Numbers and Equations	Solve multi-step absolute value inequalities (less than)	5781
17963	Absolute Value Numbers and Equations	Solve multi-step absolute value inequalities - mixed set 3121, 5780, 5781	5782
17963	Absolute Value Numbers and Equations	Solve further absolute value inequalities	5783
17963	Absolute Value Numbers and Equations	Solve absolute value inequalities with multiple absolute value expressions	5784
17963	Absolute Value Numbers and Equations	Solve absolute value inequalities with multiple expressions involving x	5785
17963	Absolute Value Numbers and Equations	Solve mixed absolute value inequalities	1927
17583	Absolute Value Functions (linear)	Evaluate absolute value functions	5786
17583	Absolute Value Functions (linear)	Identify characteristics and graph y=|x|	5787
17583	Absolute Value Functions (linear)	Identify and describe characteristics of absolute value functions (a|x - h| + k)	5788
17583	Absolute Value Functions (linear)	Identify and describe characteristics of absolute value functions (a|bx - h| + k)	1932
17583	Absolute Value Functions (linear)	Identify and graph absolute value functions with vertical translations (|x| + k)	5789
17583	Absolute Value Functions (linear)	Identify and graph absolute value functions with vertical dilations & compressions (a|x|)	5790
17583	Absolute Value Functions (linear)	Identify and graph absolute value functions with horizontal translations (|x - h|)	5791
17583	Absolute Value Functions (linear)	Identify and graph single transformations of absolute value functions  - mixed set 57789, 5790, 5791	5792
17583	Absolute Value Functions (linear)	Identify and graph absolute value functions with horizontal dilations & compressions ( |bx| )	5793
